"gamma","lambda_0","theta","negLogLik"
23.0285714285714,2.92857142857143,1.25,-0.661568408683621
25.2914285714286,2.92857142857143,1.25,-0.628606053920674
27.5542857142857,2.92857142857143,1.25,-0.590509263488459
29.8171428571429,2.92857142857143,1.25,-0.547973895672326
32.08,2.92857142857143,1.25,-0.501562210981901
34.3428571428571,2.92857142857143,1.25,-0.451735180477003
36.6057142857143,2.92857142857143,1.25,-0.398875551860412
38.8685714285714,2.92857142857143,1.25,-0.34330468201337
41.1314285714286,2.92857142857143,1.25,-0.285295058656323
43.3942857142857,2.92857142857143,1.25,-0.225079774508865
45.6571428571429,2.92857142857143,1.25,-0.16285980470365
47.92,2.92857142857143,1.25,-0.0988096729567619
50.1828571428571,2.92857142857143,1.25,-0.0330819173626052
52.4457142857143,2.92857142857143,1.25,0.0341893507759054
54.7085714285714,2.92857142857143,1.25,0.102885582207222
56.9714285714286,2.92857142857143,1.25,0.172901462398591
59.2342857142857,2.92857142857143,1.25,0.244143004762631
61.4971428571428,2.92857142857143,1.25,0.316525976245578
63.76,2.92857142857143,1.25,0.389974587963472
66.0228571428571,2.92857142857143,1.25,0.464420398982846
68.2857142857143,2.92857142857143,1.25,0.539801392843589
70.5485714285714,2.92857142857143,1.25,0.61606119509609
72.8114285714286,2.92857142857143,1.25,0.693148406731477
75.0742857142857,2.92857142857143,1.25,0.771016033461892
77.3371428571429,2.92857142857143,1.25,0.849620994744168
79.6,2.92857142857143,1.25,0.92892369951636
0.4,3.49428571428571,1.25,-0.258094733940487
2.66285714285714,3.49428571428571,1.25,-0.46428333093654
4.92571428571429,3.49428571428571,1.25,-0.586159328287323
7.18857142857143,3.49428571428571,1.25,-0.660870828403855
9.45142857142857,3.49428571428571,1.25,-0.70515358962683
11.7142857142857,3.49428571428571,1.25,-0.728073051302744
13.9771428571429,3.49428571428571,1.25,-0.735122404687354
16.24,3.49428571428571,1.25,-0.729894131225892
18.5028571428571,3.49428571428571,1.25,-0.714871944059339
20.7657142857143,3.49428571428571,1.25,-0.691847398130537
23.0285714285714,3.49428571428571,1.25,-0.6621568025054
25.2914285714286,3.49428571428571,1.25,-0.626824340619578
27.5542857142857,3.49428571428571,1.25,-0.586652819296537
29.8171428571429,3.49428571428571,1.25,-0.542283541791632
32.08,3.49428571428571,1.25,-0.494237143660784
34.3428571428571,3.49428571428571,1.25,-0.44294224104067
36.6057142857143,3.49428571428571,1.25,-0.38875602228005
38.8685714285714,3.49428571428571,1.25,-0.331979364288633
41.1314285714286,3.49428571428571,1.25,-0.272868136998196
43.3942857142857,3.49428571428571,1.25,-0.211641797000558
45.6571428571429,3.49428571428571,1.25,-0.148490016691041
47.92,3.49428571428571,1.25,-0.0835778655800734
50.1828571428571,3.49428571428571,1.25,-0.017049908262857
52.4457142857143,3.49428571428571,1.25,0.0509665194045538
54.7085714285714,3.49428571428571,1.25,0.120358665328644
56.9714285714286,3.49428571428571,1.25,0.1910262065514
59.2342857142857,3.49428571428571,1.25,0.262879479541468
61.4971428571428,3.49428571428571,1.25,0.335838015550488
63.76,3.49428571428571,1.25,0.409829319895582
66.0228571428571,3.49428571428571,1.25,0.48478784788631
68.2857142857143,3.49428571428571,1.25,0.56065414048986
70.5485714285714,3.49428571428571,1.25,0.637374090677396
72.8114285714286,3.49428571428571,1.25,0.714898317389479
75.0742857142857,3.49428571428571,1.25,0.793181628678588
77.3371428571429,3.49428571428571,1.25,0.872182559177172
79.6,3.49428571428571,1.25,0.951862969851772
0.4,4.06,1.25,-0.354856155212373
2.66285714285714,4.06,1.25,-0.526720077533565
4.92571428571429,4.06,1.25,-0.6296047830323
7.18857142857143,4.06,1.25,-0.692001771780665
9.45142857142857,4.06,1.25,-0.727545342358739
11.7142857142857,4.06,1.25,-0.743888244140304
13.9771428571429,4.06,1.25,-0.745779719494473
16.24,4.06,1.25,-0.736379956825465
18.5028571428571,4.06,1.25,-0.717902842080338
20.7657142857143,4.06,1.25,-0.691962071067373
23.0285714285714,4.06,1.25,-0.659771561445011
25.2914285714286,4.06,1.25,-0.622268287719363
27.5542857142857,4.06,1.25,-0.580191099298664
29.8171428571429,4.06,1.25,-0.534133242568771
32.08,4.06,1.25,-0.484578488385774
34.3428571428571,4.06,1.25,-0.431926663571077
36.6057142857143,4.06,1.25,-0.37651212003964
38.8685714285714,4.06,1.25,-0.318617369687005
41.1314285714286,4.06,1.25,-0.258483332211976
43.3942857142857,4.06,1.25,-0.196317160549313
45.6571428571429,4.06,1.25,-0.132298301891016
47.92,4.06,1.25,-0.0665832523608209
50.1828571428571,4.06,1.25,0.000690669863381478
52.4457142857143,4.06,1.25,0.0694022988378261
54.7085714285714,4.06,1.25,0.139444171209423
56.9714285714286,4.06,1.25,0.210720525527633
59.2342857142857,4.06,1.25,0.283145655023753
61.4971428571428,4.06,1.25,0.356642541297466
63.76,4.06,1.25,0.431141713185675
66.0228571428571,4.06,1.25,0.506580287596437
68.2857142857143,4.06,1.25,0.582901158484965
70.5485714285714,4.06,1.25,0.660052307276076
72.8114285714286,4.06,1.25,0.737986213496063
75.0742857142857,4.06,1.25,0.816659348594353
77.3371428571429,4.06,1.25,0.89603173922066
79.6,4.06,1.25,0.976066588802317
0.4,4.62571428571428,1.25,-0.434229593403962
2.66285714285714,4.62571428571428,1.25,-0.578665704211534
4.92571428571429,4.62571428571428,1.25,-0.665562044107804
7.18857142857143,4.62571428571428,1.25,-0.717293922459822
9.45142857142857,4.62571428571428,1.25,-0.745131614001702
11.7142857142857,4.62571428571428,1.25,-0.755602755964891
13.9771428571429,4.62571428571428,1.25,-0.752846579636238
16.24,4.62571428571428,1.25,-0.739661320864674
18.5028571428571,4.62571428571428,1.25,-0.718031342134183
20.7657142857143,4.62571428571428,1.25,-0.689417155983169
23.0285714285714,4.62571428571428,1.25,-0.654926206077952
25.2914285714286,4.62571428571428,1.25,-0.615418968484405
27.5542857142857,4.62571428571428,1.25,-0.571577797792568
29.8171428571429,4.62571428571428,1.25,-0.523953237700652
32.08,4.62571428571428,1.25,-0.472996132921278
34.3428571428571,4.62571428571428,1.25,-0.419080481220611
36.6057142857143,4.62571428571428,1.25,-0.362520065166236
38.8685714285714,4.62571428571428,1.25,-0.303580796728755
41.1314285714286,4.62571428571428,1.25,-0.242490039843318
43.3942857142857,4.62571428571428,1.25,-0.179443759906077
45.6571428571429,4.62571428571428,1.25,-0.114612082744354
47.92,4.62571428571428,1.25,-0.0481436707951198
50.1828571428571,4.62571428571428,1.25,0.0198307929887549
52.4457142857143,4.62571428571428,1.25,0.0891958031417101
54.7085714285714,4.62571428571428,1.25,0.159848757031957
56.9714285714286,4.62571428571428,1.25,0.231698092456757
59.2342857142857,4.62571428571428,1.25,0.304661750730234
61.4971428571428,4.62571428571428,1.25,0.37866589912934
63.76,4.62571428571428,1.25,0.453643861758361
66.0228571428571,4.62571428571428,1.25,0.529535219217706
68.2857142857143,4.62571428571428,1.25,0.606285045994464
70.5485714285714,4.62571428571428,1.25,0.683843260983428
72.8114285714286,4.62571428571428,1.25,0.762164071531677
75.0742857142857,4.62571428571428,1.25,0.841205495260375
77.3371428571429,4.62571428571428,1.25,0.920928946931743
79.6,4.62571428571428,1.25,1.00129888000056
0.4,5.19142857142857,1.25,-0.500046683012081
2.66285714285714,5.19142857142857,1.25,-0.622046650121224
4.92571428571429,5.19142857142857,1.25,-0.695283493620265
7.18857142857143,5.19142857142857,1.25,-0.737675421035493
9.45142857142857,5.19142857142857,1.25,-0.758655012548762
11.7142857142857,5.19142857142857,1.25,-0.763840531202997
13.9771428571429,5.19142857142857,1.25,-0.756864953561324
16.24,5.19142857142857,1.25,-0.740220285760873
18.5028571428571,5.19142857142857,1.25,-0.715693823320082
20.7657142857143,5.19142857142857,1.25,-0.684613016580902
23.0285714285714,5.19142857142857,1.25,-0.647991941754278
25.2914285714286,5.19142857142857,1.25,-0.606623464459716
27.5542857142857,5.19142857142857,1.25,-0.561139676411902
29.8171428571429,5.19142857142857,1.25,-0.512052913063662
32.08,5.19142857142857,1.25,-0.459784413352126
34.3428571428571,5.19142857142857,1.25,-0.40468485060411
36.6057142857143,5.19142857142857,1.25,-0.347049361999069
38.8685714285714,5.19142857142857,1.25,-0.287128761376234
41.1314285714286,5.19142857142857,1.25,-0.225138045963468
43.3942857142857,5.19142857142857,1.25,-0.161262947106426
45.6571428571429,5.19142857142857,1.25,-0.0956650426442029
47.92,5.19142857142857,1.25,-0.0284857951265508
50.1828571428571,5.19142857142857,1.25,0.0401502234109432
52.4457142857143,5.19142857142857,1.25,0.110132730523212
54.7085714285714,5.19142857142857,1.25,0.181363616434756
56.9714285714286,5.19142857142857,1.25,0.253755206611513
59.2342857142857,5.19142857142857,1.25,0.327228824786578
61.4971428571428,5.19142857142857,1.25,0.401713596003446
63.76,5.19142857142857,1.25,0.477145442993506
66.0228571428571,5.19142857142857,1.25,0.553466239487284
68.2857142857143,5.19142857142857,1.25,0.630623091827874
70.5485714285714,5.19142857142857,1.25,0.708567726181792
72.8114285714286,5.19142857142857,1.25,0.787255963205237
75.0742857142857,5.19142857142857,1.25,0.866647265566049
77.3371428571429,5.19142857142857,1.25,0.94670434649373
79.6,5.19142857142857,1.25,1.02739282971538
0.4,5.75714285714286,1.25,-0.554996694544442
2.66285714285714,5.75714285714286,1.25,-0.65829397318089
4.92571428571429,5.75714285714286,1.25,-0.719717449304593
7.18857142857143,5.75714285714286,1.25,-0.753853466216097
9.45142857142857,5.75714285714286,1.25,-0.76868203572935
11.7142857142857,5.75714285714286,1.25,-0.769077113112015
13.9771428571429,5.75714285714286,1.25,-0.758247187265128
16.24,5.75714285714286,1.25,-0.73842287913654
18.5028571428571,5.75714285714286,1.25,-0.711220948751117
20.7657142857143,5.75714285714286,1.25,-0.67785243119787
23.0285714285714,5.75714285714286,1.25,-0.639248982293698
25.2914285714286,5.75714285714286,1.25,-0.596143337837859
27.5542857142857,5.75714285714286,1.25,-0.54912260478655
29.8171428571429,5.75714285714286,1.25,-0.498664736722868
32.08,5.75714285714286,1.25,-0.445164205959384
34.3428571428571,5.75714285714286,1.25,-0.388950510902418
36.6057142857143,5.75714285714286,1.25,-0.330301799709702
38.8685714285714,5.75714285714286,1.25,-0.269455084480425
41.1314285714286,5.75714285714286,1.25,-0.206614024536745
43.3942857142857,5.75714285714286,1.25,-0.141954943805207
45.6571428571429,5.75714285714286,1.25,-0.0756315437821886
47.92,5.75714285714286,1.25,-0.0077786383893455
50.1828571428571,5.75714285714286,1.25,0.0614848546287489
52.4457142857143,5.75714285714286,1.25,0.132053494422599
54.7085714285714,5.75714285714286,1.25,0.203833343004993
56.9714285714286,5.75714285714286,1.25,0.276740341329626
59.2342857142857,5.75714285714286,1.25,0.350698963299135
61.4971428571428,5.75714285714286,1.25,0.425641092345354
63.76,5.75714285714286,1.25,0.501505077703765
66.0228571428571,5.75714285714286,1.25,0.578234936862776
68.2857142857143,5.75714285714286,1.25,0.655779677759126
70.5485714285714,5.75714285714286,1.25,0.734092719714437
72.8114285714286,5.75714285714286,1.25,0.813131396293598
75.0742857142857,5.75714285714286,1.25,0.892856526522908
77.3371428571429,5.75714285714286,1.25,0.973232043460348
79.6,5.75714285714286,1.25,1.05422467112851
0.4,6.32285714285714,1.25,-0.601040061692317
2.66285714285714,6.32285714285714,1.25,-0.688502325098065
4.92571428571429,6.32285714285714,1.25,-0.739602661031121
7.18857142857143,6.32285714285714,1.25,-0.766382816765616
9.45142857142857,6.32285714285714,1.25,-0.775658016253391
11.7142857142857,6.32285714285714,1.25,-0.771686314834811
13.9771428571429,6.32285714285714,1.25,-0.757317079586194
16.24,6.32285714285714,1.25,-0.734556108181832
18.5028571428571,6.32285714285714,1.25,-0.704871579727694
20.7657142857143,6.32285714285714,1.25,-0.669372049262217
23.0285714285714,6.32285714285714,1.25,-0.628916000781151
25.2914285714286,6.32285714285714,1.25,-0.584182407692147
27.5542857142857,6.32285714285714,1.25,-0.535717912686152
29.8171428571429,6.32285714285714,1.25,-0.483969381556355
32.08,6.32285714285714,1.25,-0.429306974845558
34.3428571428571,6.32285714285714,1.25,-0.372040881512159
36.6057142857143,6.32285714285714,1.25,-0.312433702759557
38.8685714285714,6.32285714285714,1.25,-0.250709780716412
41.1314285714286,6.32285714285714,1.25,-0.187062337102281
43.3942857142857,6.32285714285714,1.25,-0.121659013313894
45.6571428571429,6.32285714285714,1.25,-0.0546462245565548
47.92,6.32285714285714,1.25,0.0138473788116139
50.1828571428571,6.32285714285714,1.25,0.0837081309762653
52.4457142857143,6.32285714285714,1.25,0.154835096169544
54.7085714285714,6.32285714285714,1.25,0.227138224617658
56.9714285714286,6.32285714285714,1.25,0.300536832131669
59.2342857142857,6.32285714285714,1.25,0.374958337279195
61.4971428571428,6.32285714285714,1.25,0.450337205327011
63.76,6.32285714285714,1.25,0.526614059493085
66.0228571428571,6.32285714285714,1.25,0.603734928582538
68.2857142857143,6.32285714285714,1.25,0.681650606566992
70.5485714285714,6.32285714285714,1.25,0.760316104640036
72.8114285714286,6.32285714285714,1.25,0.839690180128781
75.0742857142857,6.32285714285714,1.25,0.919734929642067
77.3371428571429,6.32285714285714,1.25,1.00041543619423
79.6,6.32285714285714,1.25,1.08169946191009
0.4,6.88857142857143,1.25,-0.63965015709933
2.66285714285714,6.88857142857143,1.25,-0.713529096508568
4.92571428571429,6.88857142857143,1.25,-0.755527784266963
7.18857142857143,6.88857142857143,1.25,-0.775708759329337
9.45142857142857,6.88857142857143,1.25,-0.779941406489261
11.7142857142857,6.88857142857143,1.25,-0.771969204569545
13.9771428571429,6.88857142857143,1.25,-0.754335294727919
16.24,6.88857142857143,1.25,-0.728850789991946
18.5028571428571,6.88857142857143,1.25,-0.696853642839471
20.7657142857143,6.88857142857143,1.25,-0.659361707895536
23.0285714285714,6.88857142857143,1.25,-0.617168185141714
25.2914285714286,6.88857142857143,1.25,-0.570903755847915
27.5542857142857,6.88857142857143,1.25,-0.521078505550452
29.8171428571429,6.88857142857143,1.25,-0.468111073876345
32.08,6.88857142857143,1.25,-0.412349451405655
34.3428571428571,6.88857142857143,1.25,-0.354086151268532
36.6057142857143,6.88857142857143,1.25,-0.293569494593383
38.8685714285714,6.88857142857143,1.25,-0.231012150579422
41.1314285714286,6.88857142857143,1.25,-0.166597698397516
43.3942857142857,6.88857142857143,1.25,-0.100485738424471
45.6571428571429,6.88857142857143,1.25,-0.032815922735944
47.92,6.88857142857143,1.25,0.0362888310840396
50.1828571428571,6.88857142857143,1.25,0.106719751286088
52.4457142857143,6.88857142857143,1.25,0.17838010749231
54.7085714285714,6.88857142857143,1.25,0.251183485302587
56.9714285714286,6.88857142857143,1.25,0.325052360612252
59.2342857142857,6.88857142857143,1.25,0.399916913061446
61.4971428571428,6.88857142857143,1.25,0.475714031892208
63.76,6.88857142857143,1.25,0.552386477830778
66.0228571428571,6.88857142857143,1.25,0.629882172413138
68.2857142857143,6.88857142857143,1.25,0.708153592114074
70.5485714285714,6.88857142857143,1.25,0.787157249208436
72.8114285714286,6.88857142857143,1.25,0.866853244835625
75.0742857142857,6.88857142857143,1.25,0.947204882507266
77.3371428571429,6.88857142857143,1.25,1.02817833247872
79.6,6.88857142857143,1.25,1.10974233913472
0.4,7.45428571428571,1.25,-0.671962416292682
2.66285714285714,7.45428571428571,1.25,-0.734059140059267
4.92571428571429,7.45428571428571,1.25,-0.767970632645868
7.18857142857143,7.45428571428571,1.25,-0.782195427133608
9.45142857142857,7.45428571428571,1.25,-0.781826282906953
11.7142857142857,7.45428571428571,1.25,-0.770173054246736
13.9771428571429,7.45428571428571,1.25,-0.749515917663866
16.24,7.45428571428571,1.25,-0.721496382319791
18.5028571428571,7.45428571428571,1.25,-0.687337653816027
20.7657142857143,7.45428571428571,1.25,-0.647976926969976
23.0285714285714,7.45428571428571,1.25,-0.604148898998253
25.2914285714286,7.45428571428571,1.25,-0.556440695231726
27.5542857142857,7.45428571428571,1.25,-0.50532924690035
29.8171428571429,7.45428571428571,1.25,-0.451207472234193
32.08,7.45428571428571,1.25,-0.394403074577071
34.3428571428571,7.45428571428571,1.25,-0.335192332525104
36.6057142857143,7.45428571428571,1.25,-0.273810408428293
38.8685714285714,7.45428571428571,1.25,-0.210459183480824
41.1314285714286,7.45428571428571,1.25,-0.145313301680359
43.3942857142857,7.45428571428571,1.25,-0.0785248943784774
45.6571428571429,7.45428571428571,1.25,-0.0102273178824354
47.92,7.45428571428571,1.25,0.05946185750314
50.1828571428571,7.45428571428571,1.25,0.130438433371135
52.4457142857143,7.45428571428571,1.25,0.202609615783246
54.7085714285714,7.45428571428571,1.25,0.275892398533359
56.9714285714286,7.45428571428571,1.25,0.350212224414425
59.2342857142857,7.45428571428571,1.25,0.425501868837129
61.4971428571428,7.45428571428571,1.25,0.501700502760229
63.76,7.45428571428571,1.25,0.578752901333443
66.0228571428571,7.45428571428571,1.25,0.656608771794992
68.2857142857143,7.45428571428571,1.25,0.735222179620208
70.5485714285714,7.45428571428571,1.25,0.814551056120946
72.8114285714286,7.45428571428571,1.25,0.89455677396245
75.0742857142857,7.45428571428571,1.25,0.975203779623333
77.3371428571429,7.45428571428571,1.25,1.05645927384383
79.6,7.45428571428571,1.25,1.13829293271237
0.4,8.02,1.25,-0.698870410889452
2.66285714285714,8.02,1.25,-0.750648615687689
4.92571428571429,8.02,1.25,-0.777325089902277
7.18857142857143,8.02,1.25,-0.786145218441971
